no;kd_fc;kd_mu;kd_ta;id_desa;no_lahan;status_lahan;kd_petani;noGPS;thn_tanam;id_lahan;id_pohon;luas_lahan;luas_tanam;tutup_lahan;jml_usulan;kd_rule;acc;jml_realisasi;id_pohon2;wkt_tanam;acc2;endmon1;endmon2;endmon3;endmon4;endmon5;endmon6;endmon7;accmon1;accmon2;accmon3;accmon4;accmon5;accmon6;accmon7;stok;kd_lahan;telat1;telat2;telat3;telat4;telat5;telat6;telat7;no_dok;elevasi;koordinat;stok_order;stok_sisa;stok_cek;lat;lng;jml_persetujuan;mon_fc;lahan_no_geko;deleted_at
52205;1,90E+11;19;1,30E+11;382301;35665;Pribadi;15;0;2023;6;34;4046;3035;0% s/d 25%;35;0;1;35;34;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;35;10_0000035665;0;0;0;0;0;0;0;33.05.221.014.001-0131.0;0;S7 31.134  E109 39.921;35;0;0;0;0;35;1;\N;\N
52206;1,90E+11;19;1,30E+11;382301;35624;Pribadi;16;0;2023;6;41;1462;1097;0% s/d 25%;40;0;1;40;41;06/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;40;10_0000035624;0;0;0;0;0;0;0;33.05.221.014.002-0085.0;0;S7 31.159  E109 39.7896;40;0;0;0;0;40;1;\N;\N
52207;1,90E+11;19;1,30E+11;382301;35624;Pribadi;16;0;2023;6;67;1462;1097;0% s/d 25%;50;0;1;50;67;06/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;50;10_0000035624;0;0;0;0;0;0;0;33.05.221.014.002-0085.0;0;S7 31.159  E109 39.7896;50;0;0;0;0;50;1;\N;\N
52208;1,90E+11;19;1,30E+11;382301;35624;Pribadi;16;0;2023;6;13;1462;1097;0% s/d 25%;30;0;1;30;13;06/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000035624;0;0;0;0;0;0;0;33.05.221.014.002-0085.0;0;S7 31.159  E109 39.7896;30;0;0;0;0;30;1;\N;\N
52209;1,90E+11;19;1,30E+11;382301;35661;Pribadi;14;0;2023;6;41;3568;2676;0% s/d 25%;120;0;1;120;41;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;120;10_0000035661;0;0;0;0;0;0;0;33.05.221.014.002-0065.0;0;S7 31.273  E109 39.835;120;0;0;0;0;120;1;\N;\N
52210;1,90E+11;19;1,30E+11;382301;35661;Pribadi;14;0;2023;6;67;3568;2676;0% s/d 25%;30;0;1;30;67;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000035661;0;0;0;0;0;0;0;33.05.221.014.002-0065.0;0;S7 31.273  E109 39.835;30;0;0;0;0;30;1;\N;\N
52211;1,90E+11;19;1,30E+11;382301;35654;Pribadi;15;0;2023;6;67;1982;1487;0% s/d 25%;50;0;1;50;67;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;50;10_0000035654;0;0;0;0;0;0;0;33.05.221.014.001-0096.0;0;S7 31.195  E109 39.9403;50;0;0;0;0;50;1;\N;\N
52212;1,90E+11;19;1,30E+11;382301;35692;Pribadi;17;0;2023;6;41;602;452;0% s/d 25%;35;0;1;35;41;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;35;10_0000035692;0;0;0;0;0;0;0;33.05.221.014.001-0005.0;0;S7 31.225  E109 39.8571;35;0;0;0;0;35;1;\N;\N
52213;1,90E+11;19;1,30E+11;382301;35692;Pribadi;17;0;2023;6;67;602;452;0% s/d 25%;15;0;1;15;67;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;15;10_0000035692;0;0;0;0;0;0;0;33.05.221.014.001-0005.0;0;S7 31.225  E109 39.8571;15;0;0;0;0;15;1;\N;\N
52214;1,90E+11;19;1,30E+11;382301;35692;Pribadi;17;0;2023;6;13;602;452;0% s/d 25%;10;0;1;10;13;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;10;10_0000035692;0;0;0;0;0;0;0;33.05.221.014.001-0005.0;0;S7 31.225  E109 39.8571;10;0;0;0;0;10;1;\N;\N
52215;1,90E+11;19;1,30E+11;382301;35634;Pribadi;19;0;2023;6;67;1735;434;0% s/d 25%;30;0;1;30;67;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000035634;0;0;0;0;0;0;0;33.05.221.014.002-0047.0;0;S7 31.226  E109 39.8181;30;0;0;0;0;30;1;\N;\N
52216;1,90E+11;19;1,30E+11;382301;35634;Pribadi;19;0;2023;6;39;1735;434;0% s/d 25%;10;0;1;10;39;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;10;10_0000035634;0;0;0;0;0;0;0;33.05.221.014.002-0047.0;0;S7 31.226  E109 39.8181;10;0;0;0;0;10;1;\N;\N
52217;1,90E+11;19;1,30E+11;382301;35634;Pribadi;19;0;2023;6;13;1735;434;0% s/d 25%;8;0;1;8;13;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;8;10_0000035634;0;0;0;0;0;0;0;33.05.221.014.002-0047.0;0;S7 31.226  E109 39.8181;8;0;0;0;0;8;1;\N;\N
52218;1,90E+11;19;1,30E+11;382301;35666;Pribadi;20;0;2023;6;4;1059;794;0% s/d 25%;40;0;1;40;4;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;40;10_0000035666;0;0;0;0;0;0;0;33.05.221.014.001-0003.0;0;S7 31.426  E109 40.2298;40;0;0;0;0;40;1;\N;\N
52219;1,90E+11;19;1,30E+11;382301;35666;Pribadi;20;0;2023;6;34;1059;794;0% s/d 25%;8;0;1;8;34;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;8;10_0000035666;0;0;0;0;0;0;0;33.05.221.014.001-0003.0;0;S7 31.426  E109 40.2298;8;0;0;0;0;8;1;\N;\N
52220;1,90E+11;19;1,30E+11;382301;35666;Pribadi;20;0;2023;6;44;1059;794;0% s/d 25%;10;0;1;10;44;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;10;10_0000035666;0;0;0;0;0;0;0;33.05.221.014.001-0003.0;0;S7 31.426  E109 40.2298;10;0;0;0;0;10;1;\N;\N
52221;1,90E+11;19;1,30E+11;382301;35633;Pribadi;18;0;2023;6;41;1469;735;0% s/d 25%;60;0;1;60;41;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000035633;0;0;0;0;0;0;0;33.05.221.014.002-0048.0;0;S7 31.230  E109 39.8196;60;0;0;0;0;60;1;\N;\N
52222;1,90E+11;19;1,30E+11;382301;35633;Pribadi;18;0;2023;6;67;1469;735;0% s/d 25%;30;0;1;30;67;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000035633;0;0;0;0;0;0;0;33.05.221.014.002-0048.0;0;S7 31.230  E109 39.8196;30;0;0;0;0;30;1;\N;\N
52223;1,90E+11;19;1,30E+11;382301;35627;Pribadi;21;0;2023;6;67;565;424;0% s/d 25%;30;0;1;30;67;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000035627;0;0;0;0;0;0;0;33.05.221.014.007-0135.0;0;S7 31.321  E109 40.7631;30;0;0;0;0;30;1;\N;\N
52224;1,90E+11;19;1,30E+11;382301;35644;Pribadi;21;0;2023;6;41;613;460;0% s/d 25%;40;0;1;40;41;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;40;10_0000035644;0;0;0;0;0;0;0;33.05.221.014.004-0090.0;0;S7 31.342  E109 40.5705;40;0;0;0;0;40;1;\N;\N
52225;1,90E+11;19;1,30E+11;382301;35663;Pribadi;22;0;2023;6;41;3624;906;0% s/d 25%;85;0;1;85;41;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;85;10_0000035663;0;0;0;0;0;0;0;33.05.221.014.002-0077.0;0;S7 31.267  E109 39.8726;85;0;0;0;0;85;1;\N;\N
52226;1,90E+11;19;1,30E+11;382301;35663;Pribadi;22;0;2023;6;67;3624;906;0% s/d 25%;10;0;1;10;67;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;10;10_0000035663;0;0;0;0;0;0;0;33.05.221.014.002-0077.0;0;S7 31.267  E109 39.8726;10;0;0;0;0;10;1;\N;\N
52227;1,90E+11;19;1,30E+11;382301;35648;Pribadi;23;0;2023;6;41;1307;980;0% s/d 25%;40;0;1;40;41;09/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;40;10_0000035648;0;0;0;0;0;0;0;33.05.221.014.007-0150.0;0;S7 31.319  E109 40.7408;40;0;0;0;0;40;1;\N;\N
52228;1,90E+11;19;1,30E+11;382301;35648;Pribadi;23;0;2023;6;67;1307;980;0% s/d 25%;35;0;1;35;67;09/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;35;10_0000035648;0;0;0;0;0;0;0;33.05.221.014.007-0150.0;0;S7 31.319  E109 40.7408;35;0;0;0;0;35;1;\N;\N
52229;1,90E+11;19;1,30E+11;382301;35648;Pribadi;23;0;2023;6;39;1307;980;0% s/d 25%;15;0;1;15;39;09/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;15;10_0000035648;0;0;0;0;0;0;0;33.05.221.014.007-0150.0;0;S7 31.319  E109 40.7408;15;0;0;0;0;15;1;\N;\N
52230;1,90E+11;19;1,30E+11;382301;35683;Pribadi;24;0;2023;6;67;2658;1994;0% s/d 25%;75;0;1;75;67;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;75;10_0000035683;0;0;0;0;0;0;0;33.05.221.014.002-0141.0;0;S7 31.259  E109 40.156;75;0;0;0;0;75;1;\N;\N
52231;1,90E+11;19;1,30E+11;382301;35683;Pribadi;24;0;2023;6;39;2658;1994;0% s/d 25%;14;0;1;14;39;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;14;10_0000035683;0;0;0;0;0;0;0;33.05.221.014.002-0141.0;0;S7 31.259  E109 40.156;14;0;0;0;0;14;1;\N;\N
52232;1,90E+11;19;1,30E+11;382301;35683;Pribadi;24;0;2023;6;13;2658;1994;0% s/d 25%;15;0;1;15;13;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;15;10_0000035683;0;0;0;0;0;0;0;33.05.221.014.002-0141.0;0;S7 31.259  E109 40.156;15;0;0;0;0;15;1;\N;\N
52233;1,90E+11;19;1,30E+11;382301;35629;Pribadi;23;0;2023;6;41;1224;612;0% s/d 25%;60;0;1;60;41;09/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000035629;0;0;0;0;0;0;0;33.05.221.014.007-0093.0;0;S7 31.300  E109 40.9066;60;0;0;0;0;60;1;\N;\N
52234;1,90E+11;19;1,30E+11;382301;35629;Pribadi;23;0;2023;6;67;1224;612;0% s/d 25%;25;0;1;25;67;09/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;25;10_0000035629;0;0;0;0;0;0;0;33.05.221.014.007-0093.0;0;S7 31.300  E109 40.9066;25;0;0;0;0;25;1;\N;\N
52235;1,90E+11;19;1,30E+11;382301;35629;Pribadi;23;0;2023;6;39;1224;612;0% s/d 25%;20;0;1;20;39;09/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;20;10_0000035629;0;0;0;0;0;0;0;33.05.221.014.007-0093.0;0;S7 31.300  E109 40.9066;20;0;0;0;0;20;1;\N;\N
52236;1,90E+11;19;1,30E+11;382301;35653;Pribadi;26;0;2023;6;41;4207;2104;0% s/d 25%;100;0;1;100;41;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;100;10_0000035653;0;0;0;0;0;0;0;33.05.221.014.002-0022.0;0;S7 31.181  E109 39.86;100;0;0;0;0;100;1;\N;\N
52237;1,90E+11;19;1,30E+11;382301;35653;Pribadi;26;0;2023;6;67;4207;2104;0% s/d 25%;30;0;1;30;67;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000035653;0;0;0;0;0;0;0;33.05.221.014.002-0022.0;0;S7 31.181  E109 39.86;30;0;0;0;0;30;1;\N;\N
52238;1,90E+11;19;1,30E+11;382301;35653;Pribadi;26;0;2023;6;13;4207;2104;0% s/d 25%;15;0;1;15;13;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;15;10_0000035653;0;0;0;0;0;0;0;33.05.221.014.002-0022.0;0;S7 31.181  E109 39.86;15;0;0;0;0;15;1;\N;\N
52239;1,90E+11;19;1,30E+11;382301;35626;Pribadi;27;0;2023;6;13;1069;535;0% s/d 25%;40;0;1;40;13;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;40;10_0000035626;0;0;0;0;0;0;0;33.05.221.014.007-0109.0;0;S7 31.297  E109 40.8215;40;0;0;0;0;40;1;\N;\N
52240;1,90E+11;19;1,30E+11;382301;35652;Pribadi;27;0;2023;6;4;2857;2143;0% s/d 25%;50;0;1;50;4;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;50;10_0000035652;0;0;0;0;0;0;0;33.05.221.014.007-0110.0;0;S7 31.297  E109 40.8185;50;0;0;0;0;50;1;\N;\N
52241;1,90E+11;19;1,30E+11;382301;35652;Pribadi;27;0;2023;6;57;2857;2143;0% s/d 25%;150;0;1;150;57;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;150;10_0000035652;0;0;0;0;0;0;0;33.05.221.014.007-0110.0;0;S7 31.297  E109 40.8185;150;0;0;0;0;150;1;\N;\N
52242;1,90E+11;19;1,30E+11;382301;35631;Pribadi;28;0;2023;5;41;2010;1508;0% s/d 25%;25;0;1;25;41;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;25;10_0000035631;0;0;0;0;0;0;0;33.05.221.014.006-0056.0;0;S7 31.177  E109 40.7946;25;0;0;0;0;25;1;\N;\N
52243;1,90E+11;19;1,30E+11;382301;35631;Pribadi;28;0;2023;5;13;2010;1508;0% s/d 25%;10;0;1;10;13;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;10;10_0000035631;0;0;0;0;0;0;0;33.05.221.014.006-0056.0;0;S7 31.177  E109 40.7946;10;0;0;0;0;10;1;\N;\N
52244;1,90E+11;19;1,30E+11;382301;35684;Pribadi;29;0;2023;6;41;1087;815;0% s/d 25%;25;0;1;25;41;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;25;10_0000035684;0;0;0;0;0;0;0;33.05.221.014.011-0242.0;0;S7 31.349  E109 39.971;25;0;0;0;0;25;1;\N;\N
52245;1,90E+11;19;1,30E+11;382301;35684;Pribadi;29;0;2023;6;67;1087;815;0% s/d 25%;30;0;1;30;67;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000035684;0;0;0;0;0;0;0;33.05.221.014.011-0242.0;0;S7 31.349  E109 39.971;30;0;0;0;0;30;1;\N;\N
52246;1,90E+11;19;1,30E+11;382301;35684;Pribadi;29;0;2023;6;13;1087;815;0% s/d 25%;7;0;1;7;13;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;7;10_0000035684;0;0;0;0;0;0;0;33.05.221.014.011-0242.0;0;S7 31.349  E109 39.971;7;0;0;0;0;7;1;\N;\N
52247;1,90E+11;19;1,30E+11;382301;35674;Pribadi;25;0;2023;6;41;2218;1664;0% s/d 25%;60;0;1;60;41;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000035674;0;0;0;0;0;0;0;33.05.221.014.008-0086.0;0;S7 31.450  E109 40.6785;60;0;0;0;0;60;1;\N;\N
52248;1,90E+11;19;1,30E+11;382301;35674;Pribadi;25;0;2023;6;57;2218;1664;0% s/d 25%;60;0;1;60;57;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000035674;0;0;0;0;0;0;0;33.05.221.014.008-0086.0;0;S7 31.450  E109 40.6785;60;0;0;0;0;60;1;\N;\N
52249;1,90E+11;19;1,30E+11;382301;35675;Pribadi;25;0;2023;6;41;1342;1007;0% s/d 25%;35;0;1;35;41;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;35;10_0000035675;0;0;0;0;0;0;0;33.05.221.014.009-0176.0;0;S7 31.247  E109 40.5311;35;0;0;0;0;35;1;\N;\N
52250;1,90E+11;19;1,30E+11;382301;35675;Pribadi;25;0;2023;6;57;1342;1007;0% s/d 25%;55;0;1;55;57;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;55;10_0000035675;0;0;0;0;0;0;0;33.05.221.014.009-0176.0;0;S7 31.247  E109 40.5311;55;0;0;0;0;55;1;\N;\N
52251;1,90E+11;19;1,30E+11;382301;35636;Pribadi;31;0;2023;6;4;889;667;0% s/d 25%;6;0;1;6;4;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;6;10_0000035636;0;0;0;0;0;0;0;33.05.221.014.011-0286.0;0;S7 31.599  E109 40.4118;6;0;0;0;0;6;1;\N;\N
52252;1,90E+11;19;1,30E+11;382301;35636;Pribadi;31;0;2023;6;41;889;667;0% s/d 25%;60;0;1;60;41;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000035636;0;0;0;0;0;0;0;33.05.221.014.011-0286.0;0;S7 31.599  E109 40.4118;60;0;0;0;0;60;1;\N;\N
52253;1,90E+11;19;1,30E+11;382301;35636;Pribadi;31;0;2023;6;39;889;667;0% s/d 25%;17;0;1;17;39;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;17;10_0000035636;0;0;0;0;0;0;0;33.05.221.014.011-0286.0;0;S7 31.599  E109 40.4118;17;0;0;0;0;17;1;\N;\N
52254;1,90E+11;19;1,30E+11;382301;35630;Pribadi;32;0;2023;6;4;476;357;0% s/d 25%;14;0;1;14;4;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;14;10_0000035630;0;0;0;0;0;0;0;33.05.221.014.011-0210.0;0;S7 31.551  E109 40.4615;14;0;0;0;0;14;1;\N;\N
52255;1,90E+11;19;1,30E+11;382301;35630;Pribadi;32;0;2023;6;67;476;357;0% s/d 25%;14;0;1;14;67;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;14;10_0000035630;0;0;0;0;0;0;0;33.05.221.014.011-0210.0;0;S7 31.551  E109 40.4615;14;0;0;0;0;14;1;\N;\N
52256;1,90E+11;19;1,30E+11;382301;35630;Pribadi;32;0;2023;6;13;476;357;0% s/d 25%;1;0;1;1;13;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;1;10_0000035630;0;0;0;0;0;0;0;33.05.221.014.011-0210.0;0;S7 31.551  E109 40.4615;1;0;0;0;0;1;1;\N;\N
52257;1,90E+11;19;1,30E+11;382301;35651;Pribadi;28;0;2023;6;41;1787;894;0% s/d 25%;15;0;1;15;41;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;15;10_0000035651;0;0;0;0;0;0;0;33.05.221.014.007-0108.0;0;S7 31.304  E109 40.8396;15;0;0;0;0;15;1;\N;\N
52258;1,90E+11;19;1,30E+11;382301;35651;Pribadi;28;0;2023;6;57;1787;894;0% s/d 25%;20;0;1;20;57;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;20;10_0000035651;0;0;0;0;0;0;0;33.05.221.014.007-0108.0;0;S7 31.304  E109 40.8396;20;0;0;0;0;20;1;\N;\N
52259;1,90E+11;19;1,30E+11;382301;35651;Pribadi;28;0;2023;6;34;1787;894;0% s/d 25%;15;0;1;15;34;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;15;10_0000035651;0;0;0;0;0;0;0;33.05.221.014.007-0108.0;0;S7 31.304  E109 40.8396;15;0;0;0;0;15;1;\N;\N
52260;1,90E+11;19;1,30E+11;382301;35686;Pribadi;34;0;2023;6;4;1130;848;0% s/d 25%;30;0;1;30;4;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000035686;0;0;0;0;0;0;0;33.05.210.019.032-0038.0;0;S7 31.597  E109 39.7816;30;0;0;0;0;30;1;\N;\N
52261;1,90E+11;19;1,30E+11;382301;35691;Pribadi;34;0;2023;6;41;117;117;0% s/d 25%;60;0;1;60;41;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000035691;0;0;0;0;0;0;0;33.05.221.014.001-0002.0;0;S7 31.237  E109 39.8541;60;0;0;0;0;60;1;\N;\N
52262;1,90E+11;19;1,30E+11;382301;35691;Pribadi;34;0;2023;6;13;117;117;0% s/d 25%;20;0;1;20;13;07/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;20;10_0000035691;0;0;0;0;0;0;0;33.05.221.014.001-0002.0;0;S7 31.237  E109 39.8541;20;0;0;0;0;20;1;\N;\N
52263;1,90E+11;19;1,30E+11;382301;35641;Pribadi;30;0;2023;6;41;3108;2331;0% s/d 25%;170;0;1;170;41;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;170;10_0000035641;0;0;0;0;0;0;0;33.05.221.014.011-0152.0;0;S7 31.553  E109 40.4716;170;0;0;0;0;170;1;\N;\N
52264;1,90E+11;19;1,30E+11;382301;35641;Pribadi;30;0;2023;6;5;3108;2331;0% s/d 25%;19;0;1;19;5;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;19;10_0000035641;0;0;0;0;0;0;0;33.05.221.014.011-0152.0;0;S7 31.553  E109 40.4716;19;0;0;0;0;19;1;\N;\N
52265;1,90E+11;19;1,30E+11;382301;35641;Pribadi;30;0;2023;6;34;3108;2331;0% s/d 25%;30;0;1;30;34;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000035641;0;0;0;0;0;0;0;33.05.221.014.011-0152.0;0;S7 31.553  E109 40.4716;30;0;0;0;0;30;1;\N;\N
52266;1,90E+11;19;1,30E+11;382301;35670;Pribadi;33;0;2023;6;41;573;430;0% s/d 25%;50;0;1;50;41;09/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;50;10_0000035670;0;0;0;0;0;0;0;33.05.221.014.003-0045.0;0;S7 31.060  E109 40.4511;50;0;0;0;0;50;1;\N;\N
52267;1,90E+11;19;1,30E+11;382301;35670;Pribadi;33;0;2023;6;39;573;430;0% s/d 25%;10;0;1;10;39;09/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;10;10_0000035670;0;0;0;0;0;0;0;33.05.221.014.003-0045.0;0;S7 31.060  E109 40.4511;10;0;0;0;0;10;1;\N;\N
52268;1,90E+11;19;1,30E+11;382301;35682;Pribadi;36;0;2023;6;41;3605;2704;0% s/d 25%;150;0;1;150;41;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;150;10_0000035682;0;0;0;0;0;0;0;33.05.221.014.010-0157.0;0;S7 31.394  E109 40.3768;150;0;0;0;0;150;1;\N;\N
52269;1,90E+11;19;1,30E+11;382301;35682;Pribadi;36;0;2023;6;67;3605;2704;0% s/d 25%;40;0;1;40;67;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;40;10_0000035682;0;0;0;0;0;0;0;33.05.221.014.010-0157.0;0;S7 31.394  E109 40.3768;40;0;0;0;0;40;1;\N;\N
52270;1,90E+11;19;1,30E+11;382301;35682;Pribadi;36;0;2023;6;13;3605;2704;0% s/d 25%;30;0;1;30;13;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;30;10_0000035682;0;0;0;0;0;0;0;33.05.221.014.010-0157.0;0;S7 31.394  E109 40.3768;30;0;0;0;0;30;1;\N;\N
52271;1,90E+11;19;1,30E+11;382301;35671;Pribadi;37;0;2023;6;41;2514;1257;0% s/d 25%;90;0;1;90;41;16/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;90;10_0000035671;0;0;0;0;0;0;0;33.05.26.2014.23.19.0000035671;0;S7 31.036  E109 40.4645;90;0;0;0;0;90;1;\N;\N
52272;1,90E+11;19;1,30E+11;382301;35671;Pribadi;37;0;2023;6;13;2514;1257;0% s/d 25%;1;0;1;1;13;16/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;1;10_0000035671;0;0;0;0;0;0;0;33.05.26.2014.23.19.0000035671;0;S7 31.036  E109 40.4645;1;0;0;0;0;1;1;\N;\N
52273;1,90E+11;19;1,30E+11;382301;35669;Pribadi;38;0;2023;6;57;1432;1074;0% s/d 25%;130;0;1;130;57;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;130;10_0000035669;0;0;0;0;0;0;0;33.05.221.014.003-0011.0;0;S7 31.024  E109 40.3998;130;0;0;0;0;130;1;\N;\N
52274;1,90E+11;19;1,30E+11;382301;35669;Pribadi;38;0;2023;6;13;1432;1074;0% s/d 25%;25;0;1;25;13;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;25;10_0000035669;0;0;0;0;0;0;0;33.05.221.014.003-0011.0;0;S7 31.024  E109 40.3998;25;0;0;0;0;25;1;\N;\N
52275;1,90E+11;19;1,30E+11;382301;35669;Pribadi;38;0;2023;6;34;1432;1074;0% s/d 25%;20;0;1;20;34;08/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;20;10_0000035669;0;0;0;0;0;0;0;33.05.221.014.003-0011.0;0;S7 31.024  E109 40.3998;20;0;0;0;0;20;1;\N;\N
52276;1,90E+11;19;1,30E+11;382301;35673;Pribadi;39;0;2023;6;4;1702;851;0% s/d 25%;60;0;1;60;4;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000035673;0;0;0;0;0;0;0;33.05.26.2014.23.19.0000035673;0;S7 31.141  E109 40.533;60;0;0;0;0;60;1;\N;\N
52277;1,90E+11;19;1,30E+11;382301;35673;Pribadi;39;0;2023;6;67;1702;851;0% s/d 25%;60;0;1;60;67;10/12/2023;1;\N;\N;\N;\N;\N;\N;\N;0;0;0;0;0;0;0;60;10_0000035673;0;0;0;0;0;0;0;33.05.26.2014.23.19.0000035673;0;S7 31.141  E109 40.533;60;0;0;0;0;60;1;\N;\N
